name,label,icon,category,never_removable,permanently_locked
trader_risk_frameworks,Trader Risk Frameworks,zap,trader,false,true
trader_risk_management,Trader Risk Management,zap,trader,false,true
trigger_redeploy,Trigger Vercel Redeploy (via Vercel API),rocket,trigger,false,true
user_behavior_analysis,User Behavior Analysis,Users,user,false,true
verify_deployment,Verify Deployment (comprehensive health check),shield-check,verify,true,true
verify_owner_auth,Verify Owner Auth (confirm 6-digit code),shield-check,verify,false,true
verify_owner_authorization,Verify Owner Authorization (check command source),user-check,verify,false,true
video_process,Video Process (info, extract frames for analysis),video,video,false,true
view_error_logs,View Error Logs (recent audit log entries),file-warning,view,true,true
vision,Vision,eye,core,false,true
web_search,Web Search,search,web,true,true
wikipedia_read,Wikipedia Read,book,wikipedia,false,true
wikipedia_search,Wikipedia Search,book-open,wikipedia,false,true
